-0.17,2.63,-2.19,281.50,5.90,142.20,0.12,0.66,-0.04,299.71,20.23,173.70,-0.16,3.69,0.12,2.14,350.83,8.25
-0.17,2.63,-2.19,281.34,4.66,143.48,0.12,0.67,0.00,296.54,24.83,166.70,-0.14,3.70,0.12,359.33,353.35,8.53
-0.17,2.63,-2.19,282.03,6.94,141.09,0.12,0.66,0.02,296.83,27.79,159.74,-0.11,3.70,0.12,357.77,353.97,8.61
-0.17,2.63,-2.19,281.37,3.93,144.21,0.12,0.66,0.00,287.46,35.25,153.35,-0.07,3.69,0.13,359.42,354.10,7.59
-0.17,2.63,-2.19,280.87,1.92,146.06,0.11,0.66,-0.01,279.76,53.25,135.53,-0.02,3.69,0.14,0.99,356.89,4.49
-0.17,2.63,-2.19,280.92,2.00,145.96,0.12,0.66,-0.02,278.36,86.50,102.71,0.03,3.69,0.14,1.88,0.88,1.04
-0.17,2.63,-2.19,282.67,2.57,145.18,0.11,0.66,-0.02,277.13,112.95,76.65,0.08,3.69,0.13,2.18,5.33,356.41
-0.17,2.63,-2.18,286.19,0.58,146.78,0.11,0.66,-0.02,276.13,88.87,100.51,0.11,3.69,0.11,1.67,8.52,353.05
-0.18,2.63,-2.18,291.45,4.65,147.35,0.11,0.65,-0.02,274.68,81.35,108.14,0.12,3.69,0.09,359.97,8.96,351.19
-0.18,2.63,-2.18,288.00,11.01,147.80,0.11,0.65,-0.02,274.38,80.39,108.97,0.11,3.70,0.09,356.26,9.50,348.40
-0.18,2.63,-2.18,286.05,13.03,146.20,0.11,0.66,-0.02,274.67,77.27,112.42,0.10,3.71,0.09,354.15,9.31,346.89
-0.19,2.63,-2.18,284.16,5.82,148.26,0.11,0.66,-0.02,275.34,71.50,118.38,0.07,3.72,0.11,354.09,8.79,347.73
-0.18,2.63,-2.19,282.32,7.25,147.96,0.11,0.66,-0.02,276.09,73.65,116.36,0.04,3.71,0.11,357.84,6.13,350.05
-0.18,2.63,-2.19,282.68,13.14,140.94,0.11,0.66,-0.02,276.72,77.33,112.76,0.01,3.71,0.12,2.68,2.68,353.78
-0.18,2.63,-2.19,281.93,12.52,141.80,0.11,0.66,-0.02,276.89,79.56,110.65,-0.01,3.69,0.12,10.49,359.66,358.70
-0.18,2.63,-2.19,282.66,13.44,140.49,0.11,0.66,-0.02,276.89,78.97,111.30,-0.03,3.67,0.14,21.77,358.61,2.15
-0.18,2.63,-2.19,283.03,14.22,139.64,0.11,0.66,-0.02,277.04,77.87,112.43,-0.03,3.63,0.16,38.74,359.52,4.19
-0.18,2.63,-2.19,283.17,15.48,138.23,0.11,0.66,-0.02,276.93,79.53,110.78,-0.03,3.61,0.18,46.01,0.62,7.06
-0.18,2.63,-2.19,283.62,15.16,138.48,0.11,0.66,-0.02,276.87,79.02,111.26,-0.03,3.61,0.19,45.63,358.25,5.17
-0.18,2.63,-2.18,284.12,14.53,139.03,0.11,0.66,-0.02,276.69,79.51,110.69,-0.02,3.61,0.20,43.75,359.16,3.55
-0.18,2.63,-2.18,286.04,12.26,140.86,0.11,0.66,-0.02,276.16,78.75,111.61,-0.01,3.62,0.21,31.79,1.45,3.04
-0.18,2.63,-2.18,290.51,4.45,148.11,0.11,0.66,-0.02,275.67,84.05,106.27,0.00,3.65,0.21,16.73,4.55,3.40
-0.19,2.64,-2.17,293.83,21.37,139.35,0.11,0.65,-0.02,275.94,85.20,105.12,0.00,3.67,0.19,11.25,5.52,1.77
-0.21,2.66,-2.14,289.18,26.64,122.53,0.11,0.65,-0.02,275.69,83.17,107.25,-0.02,3.68,0.17,6.88,4.52,1.35
-0.21,2.66,-2.16,286.64,358.07,149.08,0.11,0.65,-0.02,275.56,81.61,108.87,-0.05,3.69,0.16,3.16,1.42,2.32
-0.19,2.67,-2.14,285.26,7.25,138.90,0.11,0.66,-0.02,276.09,78.60,111.84,-0.09,3.70,0.15,0.73,358.46,4.40
-0.20,2.66,-2.12,284.91,17.07,130.89,0.11,0.66,-0.02,276.12,73.78,116.88,-0.14,3.71,0.15,358.25,354.70,9.06
-0.22,2.63,-2.15,282.95,13.81,134.65,0.11,0.66,-0.02,276.43,69.00,121.56,-0.17,3.71,0.13,358.43,351.93,12.50
-0.21,2.63,-2.15,282.87,17.61,130.50,0.11,0.66,-0.01,276.43,71.08,119.28,-0.17,3.71,0.13,357.49,353.53,12.84
-0.21,2.63,-2.16,282.62,17.99,130.18,0.11,0.66,-0.02,276.28,73.46,117.21,-0.16,3.71,0.12,356.12,354.31,11.68
-0.21,2.63,-2.16,282.75,18.60,129.34,0.11,0.66,-0.02,276.88,82.82,107.38,-0.13,3.72,0.12,354.94,356.54,8.52
-0.21,2.63,-2.15,282.86,17.89,129.90,0.11,0.66,-0.02,277.19,81.70,108.59,-0.10,3.72,0.13,354.82,0.02,4.74
-0.21,2.64,-2.16,282.88,17.55,130.20,0.11,0.66,-0.02,278.19,87.75,102.32,-0.08,3.71,0.13,358.41,2.14,2.75
-0.21,2.64,-2.16,283.36,18.01,129.54,0.12,0.66,-0.02,278.89,92.46,97.56,-0.07,3.71,0.13,3.65,0.02,2.64
-0.21,2.64,-2.16,283.71,17.04,130.13,0.12,0.66,-0.02,278.01,88.73,101.32,-0.06,3.70,0.14,12.12,359.23,0.40
-0.21,2.64,-2.16,283.45,17.26,129.92,0.11,0.66,-0.02,277.81,87.49,102.61,-0.04,3.70,0.14,12.06,1.40,359.03
-0.21,2.64,-2.16,283.94,17.14,129.76,0.11,0.66,-0.02,277.99,87.45,102.61,-0.03,3.70,0.14,8.27,4.24,357.60
-0.21,2.64,-2.15,284.89,16.60,129.72,0.11,0.66,-0.02,278.25,87.78,102.35,-0.02,3.71,0.14,1.92,6.96,356.43
-0.21,2.63,-2.15,285.37,15.92,130.09,0.11,0.66,-0.02,278.23,87.20,103.09,-0.02,3.71,0.14,357.96,6.55,356.36
-0.21,2.63,-2.15,285.77,15.51,129.82,0.11,0.66,-0.02,278.23,86.74,103.61,-0.02,3.71,0.13,356.80,5.42,356.11
-0.21,2.63,-2.15,285.16,16.75,127.27,0.12,0.66,-0.02,278.24,86.51,103.88,-0.02,3.72,0.13,356.35,5.13,356.01
-0.21,2.64,-2.16,283.26,16.95,128.50,0.11,0.66,-0.02,278.19,86.99,103.40,-0.02,3.72,0.13,356.00,4.89,357.35
-0.21,2.64,-2.16,282.57,14.53,131.28,0.11,0.66,-0.02,277.82,84.39,106.08,-0.03,3.72,0.12,355.28,3.69,359.42
-0.21,2.64,-2.16,281.82,18.02,127.92,0.11,0.66,-0.02,277.18,73.45,117.61,-0.05,3.71,0.12,354.71,1.86,1.27
-0.21,2.64,-2.16,281.54,18.27,127.87,0.11,0.66,-0.01,280.74,45.85,144.13,-0.05,3.71,0.12,355.05,0.67,3.24
-0.21,2.64,-2.16,282.00,18.25,127.74,0.14,0.66,0.00,283.08,32.40,157.16,-0.05,3.71,0.13,356.38,359.84,3.76
-0.21,2.64,-2.16,282.17,17.56,128.32,0.20,0.66,0.02,274.74,52.08,145.45,-0.03,3.71,0.13,355.19,358.96,2.32
-0.21,2.64,-2.16,282.36,16.74,129.08,0.20,0.66,0.02,273.92,79.39,115.14,-0.02,3.71,0.13,355.49,359.93,1.47
-0.21,2.64,-2.16,282.77,16.85,128.76,0.20,0.66,0.01,274.68,111.44,82.30,0.00,3.71,0.12,356.42,1.40,359.76
-0.21,2.64,-2.16,282.99,15.06,130.43,0.20,0.67,0.01,274.88,96.59,97.24,0.02,3.72,0.11,357.12,3.44,357.21
-0.21,2.64,-2.16,282.82,12.90,132.54,0.20,0.67,0.01,274.18,96.96,96.77,0.03,3.72,0.09,356.78,4.90,354.97
-0.21,2.64,-2.16,282.86,13.50,132.23,0.20,0.66,0.01,274.10,96.00,97.50,0.03,3.73,0.08,355.38,5.45,352.75
-0.21,2.63,-2.15,284.25,18.63,135.63,0.20,0.66,0.01,274.06,92.98,100.38,0.03,3.73,0.07,353.89,5.86,351.32
-0.20,2.63,-2.15,285.64,30.99,140.56,0.20,0.66,0.01,274.08,89.57,103.99,0.02,3.74,0.07,351.84,5.64,350.62
-0.20,2.63,-2.15,285.43,33.13,136.66,0.20,0.66,0.01,274.42,89.04,104.81,0.01,3.73,0.07,350.94,4.66,351.20
-0.21,2.63,-2.15,284.67,24.53,138.89,0.20,0.66,0.01,274.59,86.64,107.51,-0.01,3.74,0.08,351.57,3.37,353.18
-0.22,2.63,-2.15,284.08,11.98,137.92,0.21,0.66,0.01,274.12,93.70,106.40,-0.02,3.74,0.09,353.89,1.66,355.88
-0.23,2.63,-2.16,283.24,0.87,137.67,0.22,0.67,0.00,273.62,121.87,93.68,-0.03,3.74,0.09,355.59,0.32,357.75
-0.23,2.64,-2.16,282.53,2.58,135.72,0.22,0.66,0.00,273.97,132.27,84.15,-0.03,3.73,0.08,356.55,359.88,358.88
-0.22,2.64,-2.16,281.39,6.46,131.98,0.22,0.67,0.00,274.28,135.20,81.08,-0.03,3.72,0.08,356.06,0.19,358.98
-0.22,2.64,-2.16,281.21,7.06,133.24,0.22,0.67,0.00,275.08,133.54,80.53,-0.03,3.73,0.07,355.85,1.29,358.87
-0.22,2.64,-2.16,282.18,14.05,134.05,0.21,0.66,0.01,275.20,120.45,86.25,-0.03,3.73,0.08,355.78,1.59,359.62
-0.21,2.63,-2.15,282.32,17.13,139.87,0.20,0.66,0.01,274.69,105.81,93.24,-0.03,3.73,0.08,357.05,1.15,0.09
-0.21,2.63,-2.15,283.34,21.64,140.92,0.19,0.66,0.01,274.88,92.31,98.89,-0.03,3.73,0.08,357.70,1.00,0.22
-0.21,2.64,-2.15,283.44,22.77,140.83,0.19,0.66,0.01,275.53,81.53,103.68,-0.02,3.72,0.09,1.74,1.19,0.17
-0.21,2.63,-2.16,283.52,25.18,137.34,0.19,0.66,0.01,274.61,76.28,111.24,-0.02,3.70,0.10,9.89,0.99,0.40
-0.21,2.63,-2.15,283.94,23.20,139.31,0.19,0.66,0.01,274.58,73.92,114.60,-0.02,3.68,0.12,21.52,359.96,1.13
-0.21,2.63,-2.15,284.60,17.63,139.62,0.20,0.66,0.01,274.01,80.61,116.38,-0.02,3.66,0.13,33.17,358.94,0.64
-0.22,2.63,-2.16,283.84,9.14,139.31,0.20,0.66,0.00,273.65,101.12,104.28,-0.03,3.65,0.14,37.18,359.00,1.39
-0.22,2.64,-2.16,282.92,3.18,137.18,0.21,0.66,0.00,273.69,114.84,96.45,-0.03,3.65,0.14,38.01,359.76,1.75
-0.22,2.64,-2.16,281.78,5.75,133.29,0.21,0.66,0.00,274.42,122.94,88.04,-0.03,3.64,0.14,36.98,0.05,1.86
-0.22,2.64,-2.16,281.51,6.18,133.18,0.21,0.66,0.00,274.36,123.71,87.32,-0.02,3.63,0.15,39.42,1.47,2.14
