0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.69,-0.20,0.00,0.00,0.00
-0.68,0.02,-0.18,287.71,156.34,184.53,-0.86,0.03,-0.19,286.91,179.52,173.08
-0.68,0.02,-0.18,287.71,156.34,184.53,-0.86,0.03,-0.19,286.91,179.52,173.08
-0.68,0.02,-0.18,287.71,156.34,184.53,-0.86,0.03,-0.19,286.91,179.52,173.08
-0.67,0.01,-0.18,287.71,156.38,184.45,-0.86,0.03,-0.19,287.11,179.98,172.53
-0.67,0.01,-0.18,287.55,156.47,184.36,-0.86,0.02,-0.19,287.33,180.28,172.18
-0.67,0.01,-0.18,287.37,156.67,184.18,-0.86,0.02,-0.20,287.87,180.60,171.79
-0.66,0.01,-0.18,287.31,156.86,183.99,-0.86,0.02,-0.20,289.31,181.02,171.24
-0.66,0.01,-0.17,287.29,156.83,184.02,-0.87,0.02,-0.20,294.23,181.67,170.92
-0.66,0.01,-0.17,287.29,156.83,184.02,-0.87,0.02,-0.21,299.40,189.59,165.66
-0.66,0.01,-0.17,287.29,156.83,184.02,-0.88,0.03,-0.29,295.22,190.55,167.44
-0.66,0.01,-0.17,287.29,156.83,184.02,-0.87,0.04,-0.40,288.60,189.06,163.57
-0.66,0.01,-0.17,287.29,156.83,184.02,-0.86,0.06,-0.53,284.07,191.19,156.94
-0.66,0.01,-0.17,287.29,156.83,184.02,-0.86,0.09,-0.63,278.26,195.62,149.56
-0.66,0.01,-0.17,287.29,156.83,184.02,-0.85,0.10,-0.67,274.40,233.90,110.08
-0.66,0.01,-0.17,287.29,156.83,184.02,-0.84,0.06,-0.68,281.83,184.14,158.20
-0.66,0.01,-0.17,287.29,156.83,184.02,-0.83,0.06,-0.69,285.43,168.16,173.97
-0.66,0.01,-0.17,287.29,156.83,184.02,-0.83,0.06,-0.69,284.65,174.98,167.08
-0.66,0.01,-0.17,287.29,156.83,184.02,-0.83,0.06,-0.69,284.70,176.91,164.84
-0.66,0.01,-0.17,287.29,156.83,184.02,-0.83,0.05,-0.69,284.77,177.96,163.52
-0.66,0.01,-0.17,287.29,156.83,184.02,-0.83,0.05,-0.69,285.14,179.33,161.83
-0.62,0.05,-0.57,294.29,157.81,174.42,-0.83,0.05,-0.69,285.52,182.97,157.73
-0.60,0.07,-0.80,280.33,141.52,201.18,-0.83,0.05,-0.69,285.66,187.09,153.44
-0.62,0.12,-0.95,276.74,110.73,241.85,-0.83,0.06,-0.69,285.68,188.83,151.63
-0.64,0.13,-1.03,279.31,98.69,254.01,-0.83,0.06,-0.69,285.67,187.12,153.55
-0.66,0.14,-1.09,281.15,89.33,261.48,-0.84,0.05,-0.69,285.80,185.89,154.94
-0.70,0.13,-1.12,280.35,63.57,292.01,-0.84,0.05,-0.69,286.11,185.26,155.66
-0.75,0.09,-1.12,272.99,36.76,322.71,-0.84,0.05,-0.69,286.94,185.29,155.71
-0.76,0.05,-1.14,282.25,167.61,195.04,-0.84,0.05,-0.69,289.85,185.58,155.26
-0.77,0.04,-1.15,285.43,182.56,179.19,-0.84,0.05,-0.70,296.18,184.34,156.48
-0.78,0.03,-1.15,286.86,184.44,176.53,-0.84,0.05,-0.70,307.21,188.15,158.11
-0.78,0.03,-1.15,287.14,186.43,174.00,-0.86,0.06,-0.75,339.49,192.81,149.74
-0.78,0.03,-1.15,287.26,186.30,174.01,-0.89,0.07,-0.88,339.62,190.89,149.97
-0.78,0.03,-1.15,287.34,186.26,173.98,-0.94,0.05,-1.11,309.91,187.34,167.46
-0.77,0.03,-1.15,287.32,186.66,173.39,-0.96,0.06,-1.37,287.11,195.85,164.06
-0.78,0.03,-1.15,287.23,186.73,173.17,-0.95,0.10,-1.57,271.39,278.34,65.73
-0.78,0.03,-1.15,287.35,186.40,173.25,-0.96,0.10,-1.63,271.33,343.77,3.80
-0.78,0.02,-1.16,289.33,183.79,175.35,-0.96,0.06,-1.65,278.79,187.07,159.71
-0.78,0.02,-1.16,294.92,177.77,180.60,-0.97,0.04,-1.65,281.63,182.68,164.51
-0.77,0.03,-1.17,308.92,176.46,182.84,-0.97,0.04,-1.65,283.25,178.24,168.05
-0.77,0.04,-1.21,341.26,166.95,182.38,-0.96,0.04,-1.65,283.49,174.47,171.66
-0.78,0.06,-1.36,326.81,164.75,175.41,-0.96,0.03,-1.65,283.95,172.04,174.17
-0.75,0.07,-1.57,304.79,165.62,176.27,-0.96,0.03,-1.65,284.37,172.45,173.71
-0.74,0.07,-1.81,284.81,153.30,192.72,-0.96,0.03,-1.65,284.89,176.11,169.72
-0.74,0.13,-2.01,275.86,101.70,254.64,-0.96,0.03,-1.65,285.62,177.56,168.12
-0.76,0.14,-2.12,276.77,63.31,292.06,-0.97,0.03,-1.65,286.37,178.09,167.48
-0.77,0.12,-2.13,277.06,62.68,283.55,-0.97,0.03,-1.65,287.96,177.56,168.34
-0.76,0.09,-2.14,282.87,161.22,186.19,-0.97,0.03,-1.66,294.01,178.71,168.34
-0.76,0.08,-2.14,285.25,159.82,189.80,-0.97,0.04,-1.67,314.82,188.47,164.78
-0.77,0.06,-2.15,285.78,165.20,183.57,-0.98,0.05,-1.73,347.40,197.82,164.85
-0.78,0.06,-2.16,286.13,165.63,182.72,-0.99,0.07,-1.89,329.01,197.23,172.77
-0.78,0.05,-2.16,286.72,163.94,184.35,-0.99,0.05,-2.11,302.52,192.40,171.19
-0.78,0.05,-2.16,286.85,163.72,184.36,-0.95,0.05,-2.34,286.23,184.22,165.60
-0.78,0.05,-2.17,287.12,163.08,184.89,-0.87,0.07,-2.52,284.02,153.28,175.95
-0.79,0.04,-2.17,287.63,161.77,186.15,-0.81,0.12,-2.62,276.38,203.80,116.81
-0.79,0.04,-2.17,288.07,160.40,187.47,-0.80,0.11,-2.66,279.69,192.27,137.18
-0.79,0.04,-2.17,288.56,159.21,188.58,-0.78,0.10,-2.67,273.72,223.59,102.23
-0.79,0.03,-2.18,289.42,157.92,189.75,-0.74,0.05,-2.66,286.56,130.11,183.37
-0.79,0.03,-2.18,293.90,156.38,190.31,-0.74,0.04,-2.66,283.95,141.82,173.47
-0.78,0.03,-2.19,300.02,155.64,191.21,-0.74,0.04,-2.66,284.85,137.75,177.38
-0.78,0.04,-2.19,307.22,156.69,188.19,-0.74,0.04,-2.66,285.44,135.47,179.67
-0.78,0.04,-2.21,324.23,149.33,182.90,-0.74,0.04,-2.66,286.27,133.82,181.47
-0.77,0.06,-2.26,329.58,133.57,174.24,-0.74,0.04,-2.66,286.94,133.65,181.78
-0.76,0.06,-2.39,311.03,132.26,182.00,-0.74,0.04,-2.66,287.28,132.88,182.56
-0.70,0.05,-2.51,294.82,121.22,194.33,-0.74,0.04,-2.66,287.31,131.93,183.58
-0.65,0.05,-2.58,288.62,117.73,202.33,-0.74,0.04,-2.66,287.54,131.05,184.60
-0.60,0.06,-2.57,288.14,114.41,199.55,-0.74,0.04,-2.66,287.47,129.53,186.27
