-0.49,0.10,-0.31,329.31,164.22,180.21,-0.66,0.04,-0.67,285.14,176.47,173.30
-0.46,0.10,-0.50,310.26,172.17,174.92,-0.66,0.04,-0.67,285.15,176.65,173.12
-0.46,0.09,-0.77,288.41,170.73,179.36,-0.66,0.04,-0.67,285.09,176.31,173.69
-0.48,0.11,-0.98,280.79,130.94,229.28,-0.66,0.04,-0.67,285.16,176.38,173.71
-0.50,0.16,-1.13,275.84,40.74,329.92,-0.66,0.04,-0.67,285.39,177.39,172.87
-0.50,0.13,-1.17,276.11,60.67,303.08,-0.66,0.04,-0.68,286.42,178.63,171.84
-0.52,0.08,-1.19,278.70,176.82,189.82,-0.66,0.04,-0.68,289.71,177.41,173.82
-0.52,0.07,-1.19,283.35,171.09,195.29,-0.66,0.04,-0.69,302.39,180.44,174.15
-0.52,0.06,-1.19,284.25,174.70,191.78,-0.67,0.04,-0.70,320.88,191.19,167.69
-0.52,0.06,-1.19,284.34,180.17,185.76,-0.68,0.06,-0.76,347.64,204.75,165.28
-0.52,0.06,-1.20,284.61,182.47,182.95,-0.72,0.06,-0.93,326.01,201.91,176.50
-0.52,0.06,-1.20,285.51,184.48,180.39,-0.73,0.05,-1.16,302.42,202.65,172.31
-0.52,0.05,-1.20,285.87,186.68,177.66,-0.75,0.04,-1.40,285.30,208.00,156.00
-0.52,0.05,-1.20,286.49,186.84,177.25,-0.77,0.11,-1.63,276.05,306.36,46.98
-0.52,0.05,-1.20,287.55,185.77,177.88,-0.78,0.09,-1.69,274.41,326.07,35.02
-0.52,0.05,-1.20,291.61,181.27,181.50,-0.78,0.05,-1.71,283.37,194.69,166.21
-0.52,0.05,-1.21,304.72,176.59,186.20,-0.78,0.04,-1.71,284.20,191.34,167.53
-0.52,0.06,-1.25,336.95,174.07,185.15,-0.78,0.03,-1.71,284.93,188.06,170.57
-0.53,0.09,-1.39,328.77,172.07,176.63,-0.78,0.03,-1.71,284.87,189.43,169.12
-0.55,0.07,-1.61,307.41,177.27,173.08,-0.78,0.03,-1.71,285.00,190.16,168.47
-0.58,0.07,-1.83,287.79,168.22,183.72,-0.78,0.03,-1.71,284.91,189.78,168.94
-0.62,0.10,-2.06,279.58,106.64,251.71,-0.78,0.03,-1.71,284.78,189.27,169.54
-0.63,0.14,-2.19,280.77,52.45,306.98,-0.78,0.03,-1.71,285.50,189.66,169.14
-0.63,0.11,-2.20,272.85,65.35,286.69,-0.78,0.03,-1.72,287.04,188.57,170.45
-0.64,0.07,-2.22,285.00,170.84,182.64,-0.79,0.03,-1.72,293.54,188.01,171.20
-0.64,0.06,-2.23,286.32,184.08,168.93,-0.79,0.04,-1.73,312.03,197.27,167.01
-0.64,0.05,-2.23,286.66,184.28,168.12,-0.81,0.05,-1.78,347.80,200.91,164.56
-0.64,0.05,-2.23,286.91,184.07,168.06,-0.84,0.08,-1.95,333.69,195.63,169.32
-0.64,0.05,-2.23,287.09,182.42,169.55,-0.88,0.06,-2.19,307.80,189.32,175.47
-0.64,0.05,-2.23,286.93,183.33,168.40,-0.88,0.05,-2.44,285.93,178.82,173.47
-0.64,0.05,-2.23,286.53,184.35,167.27,-0.82,0.10,-2.62,273.77,173.83,151.10
-0.64,0.05,-2.23,286.53,184.25,167.22,-0.80,0.09,-2.65,274.71,192.58,124.02
-0.64,0.05,-2.23,286.51,182.82,168.51,-0.76,0.05,-2.62,287.31,126.64,184.46
-0.64,0.05,-2.23,288.55,176.56,174.39,-0.78,0.04,-2.62,282.18,145.99,163.80
-0.64,0.05,-2.24,293.17,168.17,181.29,-0.77,0.04,-2.62,282.75,141.92,167.67
-0.64,0.05,-2.24,299.10,157.19,181.99,-0.77,0.04,-2.62,283.69,140.30,168.74
-0.65,0.06,-2.23,298.84,145.44,165.66,-0.77,0.04,-2.62,284.78,137.57,171.21
-0.70,0.07,-2.23,296.95,131.37,158.07,-0.77,0.04,-2.62,285.15,137.28,171.39
-0.78,0.07,-2.28,298.68,117.40,172.75,-0.77,0.04,-2.62,285.39,137.25,171.36
-0.84,0.07,-2.32,301.43,105.23,182.79,-0.77,0.04,-2.63,285.96,141.30,166.87
-0.88,0.07,-2.33,304.01,98.55,178.78,-0.77,0.04,-2.63,286.51,147.69,159.94
