0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.69,-0.20,0.00,0.00,0.00
-0.55,0.03,-0.13,284.30,158.90,183.59,-0.78,0.03,-0.16,284.86,187.54,170.69
-0.55,0.03,-0.13,284.30,158.90,183.59,-0.78,0.03,-0.16,284.86,187.54,170.69
-0.55,0.03,-0.13,284.30,158.90,183.59,-0.78,0.03,-0.16,284.86,187.54,170.69
-0.55,0.04,-0.13,284.36,158.53,183.93,-0.78,0.03,-0.16,285.10,187.67,170.57
-0.55,0.04,-0.13,284.39,158.57,183.90,-0.78,0.03,-0.16,285.13,187.82,170.41
-0.55,0.04,-0.13,284.35,158.55,183.93,-0.78,0.03,-0.16,285.18,187.89,170.31
-0.55,0.04,-0.13,284.29,158.60,183.90,-0.78,0.03,-0.16,285.29,188.00,170.23
-0.55,0.03,-0.13,284.18,158.73,183.78,-0.78,0.03,-0.16,285.71,188.12,170.18
-0.55,0.03,-0.13,284.25,158.42,184.11,-0.78,0.03,-0.16,287.26,187.65,171.22
-0.55,0.03,-0.13,284.72,155.49,187.17,-0.78,0.03,-0.16,289.83,191.04,169.12
-0.55,0.04,-0.13,285.18,153.18,189.56,-0.78,0.04,-0.18,290.20,185.17,175.44
-0.54,0.04,-0.13,285.50,152.40,190.32,-0.77,0.04,-0.22,289.69,181.42,175.75
-0.54,0.04,-0.13,285.66,150.96,191.74,-0.76,0.04,-0.28,286.90,177.12,177.42
-0.54,0.04,-0.13,286.10,150.58,192.06,-0.75,0.05,-0.36,284.16,177.88,175.37
-0.54,0.04,-0.13,286.79,148.00,194.89,-0.73,0.06,-0.44,281.42,175.09,176.19
-0.54,0.04,-0.13,286.96,149.31,193.35,-0.71,0.08,-0.52,277.83,180.21,168.82
-0.54,0.04,-0.13,287.73,149.53,193.07,-0.70,0.09,-0.59,273.99,213.55,137.14
-0.54,0.04,-0.13,288.67,149.71,192.70,-0.70,0.09,-0.64,276.34,283.76,70.78
-0.53,0.05,-0.13,290.46,148.89,193.33,-0.67,0.06,-0.66,275.20,216.16,133.35
-0.53,0.04,-0.14,295.73,147.84,194.09,-0.67,0.04,-0.67,285.11,175.50,174.98
-0.53,0.05,-0.14,308.02,151.72,191.39,-0.67,0.04,-0.67,284.13,185.35,164.57
-0.52,0.06,-0.17,336.79,156.24,186.13,-0.66,0.04,-0.67,284.98,177.16,172.76
